,RF00005,RF01960,RF02541,RF01852,RF02796,RF00017,RF00167,RF01854,RF02543,RF00002,RF00168,RF00020,RF00001,RF00026,RF00004,RF00037,RF01750,RF00177,RF00023,RF02540,RF00458,RF01846,RF01734,RF00059,RF01051,RF00011,RF02545,RF00162,RF00100,RF01831,RF00505,RF01725,RF02546,RF00164,RF01786,RF00015,RF01510,RF00032,RF00010,RF00029,RF02680,RF00009,RF00050,RF02553,RF01357,RF01807,RF00379,RF01689,RF00233,RF00390,RF01763,RF00169,RF00008,RF00442,RF00061,RF02012,RF02683,RF02519,RF00382,RF01739,RF00504,RF00488,RF01857,RF00250,RF00080,RF00028,RF02001,RF01998,RF02348,RF00234,RF00013,RF01826,RF02253,RF00174,RF00380
31,4v5a_1_CV_1-73,6g4s_1_2_1-1869,4qvi_1_B_1-80,4v7t_1_AA_1-91,,,5e54_1_A_2-70,,6ip5_1_1C_3-5069,6ip5_1_1C_2-154,,,3ccl_1_9_1-121,6qx9_1_4_1-107,5zwm_1_I_5-116,,,5j7l_1_CA_1-1528,,3ccj_1_0_1-2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ji3_1_A_20-55,,,,,,,,,,,3g8s_1_P_1-141,,,,,
32,4v5a_1_CX_1-73,5lks_1_S2_1-1869,3umy_1_B_1-80,4v57_1_CA_1-91,,,5swd_1_A_2-70,,6ip8_1_1A_3-5069,6ip8_1_1A_2-154,,,3ccu_1_9_1-121,6ahd_1_I_1-107,5zwm_1_F_5-116,,,4v7t_1_BA_1-1528,,3cce_1_0_1-2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cae_1_1a_20-55,,,,,,,,,,,3l3c_1_S_1-141,,,,,
33,4v5a_1_AV_1-73,5t2c_1_AA_1-1869,4qg3_1_B_1-80,4www_1_QA_1-91,,,3rkf_1_C_1-67,,6ip8_1_1C_3-5069,6ip8_1_1C_2-154,,,1yij_1_9_1-121,6ahd_1_H_1-107,5mps_1_6_5-116,,,4u27_1_BA_1-1528,,3ow2_1_0_3-2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ibb_1_1G_20-55,,,,,,,,,,,3g8s_1_S_1-141,,,,,
34,4v5a_1_AX_1-73,5a8l_1_B_1-1869,3u56_1_B_1-80,4v52_1_AA_1-91,,,3rkf_1_B_1-67,,6olz_1_A2_3-5069,6olz_1_A2_2-154,,,3g71_1_9_1-121,6ahd_1_F_1-107,5ylz_1_D_5-116,,,4wf1_1_BA_1-1528,,1vqo_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ji6_1_A_20-55,,,,,,,,,,,3g8t_1_R_1-141,,,,,
35,4wt8_1_C2_1-73,6sgc_1_A1_1-1742,5npm_1_B_1-80,4v57_1_AA_1-91,,,3rkf_1_A_1-67,,6olz_1_A3_3-5069,6olz_1_A3_2-154,,,1yhq_1_9_1-121,6bk8_1_2_10-112,5y88_1_D_5-116,,,5j8a_1_CA_1-1528,,1vq8_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5wnp_1_A_20-55,,,,,,,,,,,3g8t_1_Q_1-141,,,,,
36,4v8u_1_AV_1-73,6r5q_1_K_1-1742,4ioa_1_X_1-2878,4u27_1_AA_1-91,,,3rkf_1_D_1-67,,5aj0_1_A2_3-5028,5aj0_1_A2_2-154,,,3cma_1_9_1-121,6bk8_1_6_10-112,5gmk_1_E_5-116,,,5jc9_1_CA_1-1528,,1vqp_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ibb_1_13_20-55,,,,,,,,,,,3g8t_1_P_1-141,,,,,
37,4v8u_1_CV_1-73,6p5i_1_2_1-1742,4io9_1_X_1-2878,5j88_1_AA_1-91,,,3la5_1_A_3-69,,5aj0_1_A3_3-5069,5aj0_1_A3_2-154,,,3g6e_1_9_1-121,6bk8_1_i_10-112,5gmk_1_L_5-116,,,4v7u_1_BA_1-1528,,1vqk_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cfl_1_1a_20-55,,,,,,,,,,,3g8t_1_S_1-141,,,,,
38,3j9z_1_S7_1-73,6p5k_1_2_1-1742,5jvg_1_X_1-2877,4v7v_1_AA_1-91,,,4lx6_1_A_3-69,,5lks_1_L5_3-5069,5lks_1_L5_2-154,,,3i56_1_9_1-121,5zwm_1_H_11-112,5wsg_1_E_5-116,,,4v7v_1_BA_1-1528,,1vqn_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4lfc_1_A_20-55,,,,,,,,,,,3g95_1_Q_1-141,,,,,
39,5b63_1_D_1-74,6p5j_1_2_1-1742,5dm6_1_X_2-2879,4v54_1_CA_1-91,,,4lx5_1_A_3-69,,5lks_1_L8_3-5069,5lks_1_L8_2-154,,,3ccv_1_9_1-121,5zwm_1_I_11-112,6exn_1_2_5-116,,,4v52_1_DB_1-1528,,1vq9_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5hcq_1_2a_20-55,,,,,,,,,,,3g95_1_R_1-141,,,,,
40,5b63_1_B_1-74,6p4g_1_2_1-1742,5jvh_1_X_1-2878,4wf1_1_AA_1-91,,,1y26_1_X_3-69,,6sxo_1_L5_3-5069,6sxo_1_L5_2-154,,,3cd6_1_9_1-121,5zwm_1_F_11-112,6exn_1_6_5-116,,,4u24_1_BA_1-1528,,1vq7_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ji0_1_A_20-55,,,,,,,,,,,3g95_1_S_1-141,,,,,
41,5yyn_1_D_1-74,6r6p_1_K_1-1742,4ioc_1_X_1-2878,4ybb_1_BA_1-91,,,1y27_1_X_2-68,,5a8l_1_A_3-5024,5a8l_1_A_2-154,,,2qex_1_9_1-121,5mps_1_6_10-112,,,,4u25_1_BA_1-1528,,1vq4_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wq1_1_13_20-55,,,,,,,,,,,3g95_1_P_1-141,,,,,
42,5yyn_1_B_1-74,6p4h_1_2_1-1742,4u67_1_X_1-2878,4u1u_1_AA_1-91,,,4xnr_1_X_2-70,,4v8p_1_D1_2-3352,4v8p_1_D1_5-152,,,3ccm_1_9_1-121,5ylz_1_D_10-112,,,,4v9d_1_DA_1-1528,,1vq6_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wsm_1_13_20-55,,,,,,,,,,,,,,,,
43,5o2r_1_x_1-74,6p5n_1_2_1-1742,4wfn_1_X_1-2878,4v64_1_CA_1-91,,,4tzy_1_X_2-70,,4v8p_1_C2_2-3352,4v8p_1_C2_5-152,,,1yj9_1_9_1-121,5y88_1_D_10-112,,,,4u26_1_BA_1-1528,,3cpw_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wsm_1_1G_20-55,,,,,,,,,,,,,,,,
44,5kcs_1_1x_1-74,6d9j_1_2_1-1697,3pio_1_X_1-2878,4u26_1_AA_1-91,,,4tzx_1_X_2-70,,4v8p_1_A1_2-3352,4v8p_1_A1_5-152,,,3cc4_1_9_1-121,5gmk_1_E_10-112,,,,4v7s_1_BA_1-1528,,3cme_1_0_1-2923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wqr_1_13_20-55,,,,,,,,,,,,,,,,
45,5e81_1_2K_1-74,5lzs_1_9_1-1869,5dm7_1_X_2-2879,4v53_1_CA_1-91,,,5uza_1_X_2-70,,4v8p_1_B2_2-3352,4v8p_1_B2_5-152,,,1yjn_1_9_1-121,5gmk_1_L_10-112,,,,4v57_1_DB_1-1528,,1m90_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ib7_1_13_20-55,,,,,,,,,,,,,,,,
46,5j8b_1_x_1-74,1vx5_1_2_1-1742,3pip_1_X_1-2878,4v9d_1_AA_1-91,,,5swe_1_X_2-70,,4v8p_1_F1_2-3352,4v8p_1_F1_5-152,,,2otl_1_9_1-121,5wsg_1_E_10-112,,,,4v52_1_BB_1-1528,,3cxc_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mpf_1_A_20-55,,,,,,,,,,,,,,,,
47,4v95_1_AV_1-74,3j74_1_S2_1-1742,3dll_1_X_1-2878,6i7v_1_BA_1-91,,,3ivn_1_A_1-69,,4v8p_1_E2_2-3352,4v8p_1_E2_5-152,,,1yit_1_9_1-121,6exn_1_2_10-112,,,,4v57_1_BB_1-1528,,1qvg_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5j4b_1_1a_20-55,,,,,,,,,,,,,,,,
48,4v7j_1_Av_1-74,6mtd_1_9_1-1698,1ond_1_0_1-2878,4u24_1_AA_1-91,,,3ivn_1_B_1-69,,4v8p_1_H1_2-3352,4v8p_1_H1_5-152,,,3cc2_1_9_1-121,6exn_1_6_10-112,,,,4v9o_1_GA_1-1528,,1nji_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e81_1_13_20-55,,,,,,,,,,,,,,,,
49,4v9b_1_AC_1-74,5lzv_1_9_1-1869,2aar_1_0_1-2878,4v7s_1_AA_1-91,,,,,4v8p_1_G2_2-3352,4v8p_1_G2_5-152,,,3ccs_1_9_1-121,5vsu_1_I_1-82,,,,4u1u_1_BA_1-1528,,1vq5_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4x66_1_A_20-55,,,,,,,,,,,,,,,,
50,4v7j_1_Bv_1-74,6d90_1_2_1-1697,1y69_1_0_1-2878,4u25_1_AA_1-91,,,,,6sgc_1_54_3-3597,6sgc_1_54_2-154,,,2otj_1_9_1-121,,,,,4v85_1_BA_1-1528,,1kc8_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5el7_1_13_20-55,,,,,,,,,,,,,,,,
51,5e81_1_2L_1-74,6mtc_1_9_1-1698,3jq4_1_A_1-2878,5it8_1_BA_1-91,,,,,6sgc_1_84_3-3597,6sgc_1_84_2-154,,,3ccq_1_9_1-121,,,,,4v54_1_DB_1-1528,,1k73_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cfk_1_1a_20-55,,,,,,,,,,,,,,,,
52,4v9b_1_CC_1-74,6mte_1_9_1-1698,3fwo_1_A_1-2878,4v56_1_CA_1-91,,,,,6r6p_1_5_3-3597,6r6p_1_5_2-154,,,1kqs_1_9_1-121,,,,,4v64_1_DB_1-1528,,1q81_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e81_1_1G_20-55,,,,,,,,,,,,,,,,
53,4v95_1_CV_1-74,6gz5_1_B1_1-1708,2zjr_1_X_1-2878,4v9d_1_BA_1-91,,,,,6r6p_1_8_3-3597,6r6p_1_8_2-154,,,3cc7_1_9_1-121,,,,,4v50_1_DB_1-1528,,1q82_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cfl_1_2a_20-55,,,,,,,,,,,,,,,,
54,4v7k_1_Bv_1-74,5lzz_1_9_1-1869,3cf5_1_X_1-2878,4v54_1_AA_1-91,,,,,6r5q_1_5_3-3597,6r5q_1_5_2-154,,,3ccr_1_9_1-121,,,,,4v54_1_BB_1-1528,,1qvf_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5el7_1_1G_20-55,,,,,,,,,,,,,,,,
55,4v7k_1_Av_1-74,5lzw_1_9_1-1869,2zjq_1_X_1-2878,4u27_1_CA_1-91,,,,,6r5q_1_8_3-3597,6r5q_1_8_2-154,,,3g4s_1_9_1-121,,,,,4v64_1_BB_1-1528,,1k9m_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ji8_1_A_20-55,,,,,,,,,,,,,,,,
56,4wt8_1_C4_1-74,5lzx_1_9_1-1869,2ogm_1_0_1-2878,4v64_1_AA_1-91,,,,,6p5i_1_5_3-3597,6p5i_1_5_2-154,,,3i55_1_9_1-121,,,,,6by1_1_CA_1-1528,,1kd1_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wq1_1_1G_20-55,,,,,,,,,,,,,,,,
57,4v9a_1_AC_1-74,6gz3_1_B1_1-1708,2zjp_1_X_1-2878,4v53_1_AA_1-91,,,,,6p5i_1_8_3-3597,6p5i_1_8_2-154,,,3ccj_1_9_1-121,,,,,4v53_1_DB_1-1528,,1k8a_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cae_1_2a_20-55,,,,,,,,,,,,,,,,
58,4l47_1_XV_1-74,6gz4_1_B1_1-1708,2ogo_1_0_1-2878,4v56_1_AA_1-91,,,,,6p5j_1_5_3-3597,6p5j_1_5_2-154,,,2qa4_1_9_1-121,,,,,4v50_1_BB_1-1528,,1m1k_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dr1_1_A_20-55,,,,,,,,,,,,,,,,
59,4v7k_1_Bw_1-74,5lzt_1_9_1-1869,2ogn_1_0_1-2878,4v7u_1_AA_1-91,,,,,6p5j_1_8_3-3597,6p5j_1_8_2-154,,,3cce_1_9_1-121,,,,,4ybb_1_CA_1-1528,,1q86_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wqr_1_1G_20-55,,,,,,,,,,,,,,,,
60,4l47_1_QV_1-74,6mtb_1_9_1-1698,5dm8_1_X_1-2879,4v55_1_CA_1-91,,,,,6p5k_1_5_3-3597,6p5k_1_5_2-154,,,3ow2_1_9_1-121,,,,,4u1v_1_BA_1-1528,,1q7y_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5el6_1_13_20-55,,,,,,,,,,,,,,,,
61,4v7k_1_Aw_1-74,6hcj_1_A2_1-1869,1jzx_1_A_1-2878,4v50_1_CA_1-91,,,,,6p5k_1_8_3-3597,6p5k_1_8_2-154,,,1vq8_1_9_1-121,,,,,5j88_1_CA_1-1528,,1ffk_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4lfa_1_A_20-55,,,,,,,,,,,,,,,,
62,4v9a_1_CC_1-74,1vx2_1_2_1-1742,1nkw_1_0_1-2878,4v9o_1_HA_1-91,,,,,6p5n_1_5_3-3597,6p5n_1_5_2-154,,,1vqo_1_9_1-121,,,,,4v53_1_BB_1-1528,,1fg0_1_A_1-602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ib8_1_13_20-55,,,,,,,,,,,,,,,,
63,4v7j_1_Aw_1-74,3j73_1_S2_1-1742,1nwy_1_0_1-2878,4www_1_XA_1-91,,,,,6p5n_1_8_3-3597,6p5n_1_8_2-154,,,1vqk_1_9_1-121,,,,,4v9c_1_DA_1-1528,,1ffz_1_A_1-602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dv5_1_A_20-55,,,,,,,,,,,,,,,,
64,4v7j_1_Bw_1-74,6r6g_1_K_1-1742,1njp_1_0_1-2878,4v4q_1_CA_1-91,,,,,6d9j_1_5_3-3594,6d9j_1_5_2-154,,,1vq9_1_9_1-121,,,,,4v56_1_DB_1-1528,,1n8r_1_A_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ib7_1_1G_20-55,,,,,,,,,,,,,,,,
65,4v9b_1_CD_1-74,5lzu_1_9_1-1869,1nwx_1_0_1-2878,4u20_1_AA_1-91,,,,,6d9j_1_8_3-3597,6d9j_1_8_2-149,,,1vqp_1_9_1-121,,,,,4u20_1_BA_1-1528,,1w2b_1_0_1-2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cfj_1_1a_20-55,,,,,,,,,,,,,,,,
66,4v4j_1_z_1-74,6hcf_1_A1_1-1869,1j5a_1_A_1-2878,4v55_1_AA_1-91,,,,,1vww_1_5_3-3597,1vww_1_5_2-154,,,1vq7_1_9_1-121,,,,,4v56_1_BB_1-1528,,5d8h_1_A_1-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6of1_1_1a_20-55,,,,,,,,,,,,,,,,
67,4v9b_1_AD_1-74,6r7q_1_K_1-1742,1jzy_1_A_1-2878,4u1u_1_CA_1-91,,,,,1vww_1_8_3-3597,1vww_1_8_2-154,,,1vqn_1_9_1-121,,,,,6i7v_1_CA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cfk_1_2a_20-55,,,,,,,,,,,,,,,,
68,4v5a_1_AW_1-74,3jah_1_9_1-1719,1k01_1_A_1-2878,4v50_1_AA_1-91,,,,,1vwy_1_5_3-3597,1vwy_1_5_2-154,,,1vq4_1_9_1-121,,,,,6by1_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dv0_1_A_20-55,,,,,,,,,,,,,,,,
69,4v5a_1_CW_1-74,5lzy_1_9_1-1869,1njm_1_0_1-2878,4u1v_1_AA_1-91,,,,,1vwy_1_8_3-3597,1vwy_1_8_2-154,,,1vq6_1_9_1-121,,,,,4u27_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mpi_1_A_20-55,,,,,,,,,,,,,,,,
70,4v8x_1_AV_1-74,5flx_1_1_1-1869,1njn_1_0_1-2878,4u25_1_CA_1-91,,,,,3j71_1_5_3-3597,3j71_1_5_2-154,,,3cme_1_9_1-121,,,,,4v55_1_DB_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5j4c_1_1a_20-55,,,,,,,,,,,,,,,,
71,4v9n_1_CW_1-74,3jag_1_9_1-1719,1njo_1_0_1-2878,4v6c_1_CA_1-91,,,,,3j71_1_8_3-3597,3j71_1_8_2-154,,,1m90_1_B_1-121,,,,,4v4q_1_DB_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5w4k_1_1a_20-55,,,,,,,,,,,,,,,,
72,4v8x_1_CV_1-74,3jai_1_9_1-1719,1sm1_1_0_1-2878,6by1_1_AA_1-91,,,,,3j72_1_5_3-3597,3j72_1_5_2-154,,,1qvg_1_9_1-121,,,,,4v55_1_BB_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dv3_1_A_20-55,,,,,,,,,,,,,,,,
73,4v9n_1_AW_1-74,3jan_1_S2_1-1742,1p9x_1_0_1-2878,5j88_1_BA_1-91,,,,,3j72_1_8_3-3597,3j72_1_8_2-154,,,1vq5_1_9_1-121,,,,,4v4q_1_BB_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5el6_1_1G_20-55,,,,,,,,,,,,,,,,
74,4v8u_1_CW_1-74,3jaj_1_S2_1-1742,1jzz_1_A_1-2878,4v4q_1_AA_1-91,,,,,6t59_1_54_3-3597,6t59_1_54_2-154,,,1nji_1_B_1-121,,,,,4v6d_1_BA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5j4b_1_2a_20-55,,,,,,,,,,,,,,,,
75,4v8u_1_AW_1-74,6rxu_1_C1_588-2383,1z58_1_2_1-2878,6by1_1_BA_1-91,,,,,6t59_1_84_3-3597,6t59_1_84_2-154,,,3cxc_1_9_1-121,,,,,4u25_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6qnr_1_13_20-55,,,,,,,,,,,,,,,,
76,4v8x_1_CW_1-74,5oql_1_1_588-2383,2d3o_1_0_1-2878,4u26_1_CA_1-91,,,,,5lzs_1_5_3-3543,5lzs_1_5_2-154,,,3cpw_1_9_1-121,,,,,4u1u_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dfe_1_XA_20-55,,,,,,,,,,,,,,,,
77,4v8x_1_AW_1-74,6rxv_1_C1_588-2383,1xbp_1_0_1-2878,4v85_1_AA_1-91,,,,,5lzs_1_8_3-3597,5lzs_1_8_2-154,,,1q81_1_B_1-121,,,,,4v9c_1_BA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5j8b_1_a_20-55,,,,,,,,,,,,,,,,
78,6bok_1_IA_1-74,5opt_1_E_2-2319,2o44_1_A_1-2878,5j91_1_BA_1-91,,,,,1vx3_1_5_3-3597,1vx3_1_5_2-154,,,1q86_1_B_1-121,,,,,4u1v_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4z8c_1_1a_20-55,,,,,,,,,,,,,,,,
79,6bok_1_LC_1-74,5xyi_1_2_1-1577,2o43_1_A_1-2878,4v7t_1_CA_1-91,,,,,1vx3_1_8_3-3597,1vx3_1_8_2-154,,,1kc8_1_B_1-121,,,,,4v89_1_BA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cap_1_A_20-55,,,,,,,,,,,,,,,,
80,6bok_1_D_1-74,6az1_1_1_1-2203,2o45_1_A_1-2878,4wf1_1_CA_1-91,,,,,3j74_1_5_3-3597,3j74_1_5_2-154,,,1k73_1_B_1-121,,,,,5it8_1_CA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5hcr_1_1a_20-55,,,,,,,,,,,,,,,,
81,6bok_1_GB_1-74,5t2a_1_2_1-2205,6gaw_1_BA_1-1457,4u24_1_CA_1-91,,,,,3j74_1_8_3-3597,3j74_1_8_2-154,,,1q82_1_B_1-121,,,,,4v6e_1_BA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dv4_1_A_20-55,,,,,,,,,,,,,,,,
82,3j9z_1_S6_1-74,5osg_1_2_1-2205,6gb2_1_BA_1-1457,4u1v_1_CA_1-91,,,,,5lzv_1_5_3-3543,5lzv_1_5_2-154,,,1k9m_1_B_1-121,,,,,4wf1_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6qnr_1_1G_20-55,,,,,,,,,,,,,,,,
83,3ja1_1_S2_1-74,3j7a_1_A_1-2092,4v19_1_A_1-1456,4v6d_1_AA_1-91,,,,,5lzv_1_8_3-3597,5lzv_1_8_2-154,,,1qvf_1_9_1-121,,,,,4u24_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wsd_1_13_20-55,,,,,,,,,,,,,,,,
84,5e81_1_1K_1-73,6okk_1_A_1-2092,5aj4_1_BA_1-1456,4u20_1_CA_1-91,,,,,6mtd_1_5_3-3597,6mtd_1_5_2-154,,,1m1k_1_B_1-121,,,,,4u26_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ndk_1_1G_20-55,,,,,,,,,,,,,,,,
85,5el6_1_1L_1-73,4v88_1_A6_1-1800,5o60_1_A_1-3120,4v89_1_AA_1-91,,,,,6mtd_1_8_3-3597,6mtd_1_8_2-149,,,1kd1_1_B_1-121,,,,,4u20_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4z8c_1_2a_20-55,,,,,,,,,,,,,,,,
86,5el4_1_1K_1-73,5tbw_1_sR_1-1800,5zet_1_A_1-3120,4v7s_1_CA_1-91,,,,,6d90_1_5_3-3594,6d90_1_5_2-154,,,1k8a_1_B_1-121,,,,,4v6c_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5wis_1_1a_20-55,,,,,,,,,,,,,,,,
87,5ib8_1_1K_1-73,4v88_1_A2_1-1800,6dzp_1_A_1-3119,4v6d_1_CA_1-91,,,,,6d90_1_8_3-3597,6d90_1_8_2-149,,,1q7y_1_B_1-121,,,,,5j91_1_CA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6caq_1_A_20-55,,,,,,,,,,,,,,,,
88,5ib7_1_1K_1-73,5tbw_1_A_1-1800,6dzi_1_A_1-3119,4v7v_1_CA_1-91,,,,,6mte_1_5_3-3597,6mte_1_5_2-154,,,1ffk_1_9_1-121,,,,,4www_1_YA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4v8i_1_AA_20-55,,,,,,,,,,,,,,,,
89,5e7k_1_1K_1-72,6hhq_1_sR_1-1800,5zeb_1_A_1-3120,4v6e_1_AA_1-91,,,,,6mte_1_8_3-3597,6mte_1_8_2-149,,,1n8r_1_B_1-121,,,,,4v7t_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5dfe_1_QA_20-55,,,,,,,,,,,,,,,,
90,5el4_1_1L_1-73,5obm_1_6_1-1800,5xym_1_A_1-3127,4v9c_1_CA_1-91,,,,,6mtc_1_5_3-3597,6mtc_1_5_2-154,,,1w2b_1_9_1-121,,,,,4v6d_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ib8_1_1G_20-55,,,,,,,,,,,,,,,,
91,5el6_1_1K_1-73,5i4l_1_6_1-1800,5zep_1_A_1-3120,4v9c_1_AA_1-91,,,,,6mtc_1_8_3-3597,6mtc_1_8_2-149,,,5zeb_1_B_3-116,,,,,4v7v_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2uxc_1_A_20-55,,,,,,,,,,,,,,,,
92,5el7_1_1K_1-73,5mei_1_6_1-1800,3moj_1_A_1-73,4v7u_1_CA_1-91,,,,,6gz5_1_A2_3-3611,6gz5_1_A2_2-154,,,5zep_1_B_3-116,,,,,4v7s_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ndk_1_13_20-55,,,,,,,,,,,,,,,,
93,5e81_1_1L_1-73,5ndw_1_6_1-1800,5j7l_1_DA_1-2904,4v6e_1_CA_1-91,,,,,6gz5_1_A3_3-3597,6gz5_1_A3_2-154,,,5zet_1_B_3-116,,,,,4v7u_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6ny6_1_A_20-55,,,,,,,,,,,,,,,,
94,5e7k_1_1L_1-73,5lyb_1_6_1-1800,5j8a_1_DA_1-2904,4v5b_1_BA_1-91,,,,,5lzz_1_5_3-3543,5lzz_1_5_2-154,,,5j7l_1_DB_3-118,,,,,4v6e_1_DA_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4wpo_1_BA_20-55,,,,,,,,,,,,,,,,
95,5ib7_1_1L_1-73,5i4l_1_2_1-1800,5jc9_1_DA_1-2904,4v5b_1_DA_1-91,,,,,5lzz_1_8_3-3597,5lzz_1_8_2-154,,,5jc9_1_DB_3-118,,,,,4v5b_1_CB_1-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4k0k_1_A_20-55,,,,,,,,,,,,,,,,
